index,周次,星期,角色,模块,模块形成任务,主日统领主题,本日主题,经文出处,每日门训正文,和合本经文全文,门训步骤,思考入口,思考引导,生活导向,经文关键词（候选）,选择区目标,今日操练,七日总结/宣告,内容状态,备注
72,11,周二,深入省察,模块2｜跟随基督,从认识进入回应、操练与跟随,你事奉谁？,周二省察,太6：24,今天从外在经文转向内在生命。读 马太福音 6:24，诚实面对：不要先批评自己，也不要替自己辩护；诚实辨认背后的欲望、惧怕、骄傲或不信，并把它带到主面前。。不要先解释自己，也不要急着定罪自己。试着辨认这个反应背后更深的欲望、惧怕、骄傲或不信。省察不是自责，而是在神面前停止遮掩，愿意让主触碰真实的自己。,,省察｜先面对里面真实的反应,我为什么会在“面对金钱、工作、成就的控制力”上有这样的反应？,不要先批评自己，也不要替自己辩护；诚实辨认背后的欲望、惧怕、骄傲或不信，并把它带到主面前。,今天诚实面对一个关于“面对金钱、工作、成就的控制力”的内在反应，不用属灵话语遮盖它。,你事奉谁｜周二省察｜你心中是否有｜两个主,我最接近的状态｜愿意面对｜有点抗拒｜容易解释自己｜需要别人陪伴,今天安静5分钟，不为自己辩解，只写下“面对金钱、工作、成就的控制力”引出的一个惧怕、欲望或惯性，然后用一句祷告交给主。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
73,11,周三,生活应用,模块2｜跟随基督,从认识进入回应、操练与跟随,你事奉谁？,周三应用,林前10：31,今天让“知道”变成“去做”。读 哥林多前书 10:31，思考“不要追求大改变，只走清楚的一步。”在你的现实处境中最小的下一步是什么。把行动限定在十分钟左右，越具体越好。做完后记下一句话：我做了什么？有什么阻力？主让我看见什么？,,行动｜把经文落到一个今天能做的选择,今天我可以怎样把“把普通工作转为敬拜”做出来？,把原则缩小到今天：一个时间点、一个决定、一个动作就够。不要追求大改变，只走清楚的一步。,今天把“把普通工作转为敬拜”放进一个具体决定，用一个小行动回应经文。,你事奉谁｜周三应用｜今天你如何在｜凡事上,我的行动准备度｜现在就能做｜需要一点计划｜需要别人提醒｜暂时还没想到,今天安排一个明确时间点，把“把普通工作转为敬拜”变成一个10分钟以内的行动，并在完成后记下一个结果。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
74,11,周四,关系实践,模块2｜跟随基督,从认识进入回应、操练与跟随,你事奉谁？,周四关系,西3：22-24,今天观察自己怎样对待别人，也让经文重新整理这种关系。读 歌罗西书 3:22-24，围绕“想起一个具体的人，不停留在抽象的“爱人”；问自己：我可以听什么、说什么、给什么、承担什么？”作一个具体决定。找一个人，主动走近一步；可以是一句话、一次倾听、一次帮助或一次代祷。真实关系中的小小顺服，就是门徒训练的一部分。,,关系｜把跟随放进真实的人际关系,今天哪个关系最需要让我实践“在责任与工作中忠心服事人”？,想起一个具体的人，不停留在抽象的“爱人”；问自己：我可以听什么、说什么、给什么、承担什么？,今天让“在责任与工作中忠心服事人”发生在一个真实关系里，而不是停留在个人感受中。,你事奉谁｜周四关系｜今天你如何｜从心里,我在关系中的状态｜愿意主动｜想保持距离｜正在修复｜不知道怎么开口,今天选定一位具体的人，用一个可见动作实践“在责任与工作中忠心服事人”：主动联系、倾听、帮助、道歉、分享或代祷，六选一。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
75,11,周五,行动承诺,模块2｜跟随基督,从认识进入回应、操练与跟随,你事奉谁？,周五行动,彼前4：10-11,今天来到回应与承担。读 彼得前书 4:10-11，问自己：用实际行动回应主的差遣。。把信仰从个人感受带向一个具体的人、一项责任或一个见证行动。不要追求被看见，只求忠心。完成之后写下发生了什么，让你自己的行动成为一个可以被回顾、也可以被分享的见证。,,回应｜从跟随走向见证与承担,如果我真的相信“运用恩赐服事而不求掌声”，今天会有什么不同？,把信仰从个人感受带向承担：选择一个人、一个场景或一项责任，用实际行动回应主的差遣。,今天让别人能够从我的一个真实行动，看见“运用恩赐服事而不求掌声”正在改变我。,你事奉谁｜周五行动｜今天你可以使｜用什么恩赐服,我的回应状态｜已经确定一步｜正在寻找机会｜有惧怕｜需要同伴同行,今天把“运用恩赐服事而不求掌声”带到一个真实的承担中：完成一次见证、服事、给予、修复关系或承担责任，并记录发生了什么。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
76,11,周六,轻回顾,模块2｜跟随基督,从认识进入回应、操练与跟随,你事奉谁？,回顾本周：你事奉谁？,诗23：1-6,读 诗篇 23:1-6，安静回看这七天的经历：哪些地方有顺服，哪些地方仍在挣扎，哪里看见神的带领？特别思考“不要只评价自己“做得好不好”，而是辨认：神让我看见了什么？我实际做了什么？下一步要继续什么？”。今天把本周浓缩成“一个看见、一个行动、一个下一步”，让回顾成为继续跟随的桥梁。,,回顾｜看见本周发生了什么，并确定下一步,回头看七天，我在哪里真实经历了“回顾本周哪些事情仍在争夺主权”？,不要只评价自己“做得好不好”，而是辨认：神让我看见了什么？我实际做了什么？下一步要继续什么？,今天从经历而不是感觉回顾“回顾本周哪些事情仍在争夺主权”，辨认神的工作与下一步。,回顾本周｜你事奉谁｜这周你经历最｜多的是什么,本周最接近我的状态｜有真实改变｜有看见但未落实｜正在挣扎｜准备重新开始,今天用10分钟完成本周回顾：写下“神让我看见什么／我实际做了什么／下一步继续什么”，并把下一步写成一个下周可执行的动作。,本周总结｜主题“你事奉谁？”。回顾“确认真正的主人—回顾本周哪些事情仍在争夺主权”：神让我看见______；我实际回应了______；下一步我要继续______。｜宣告：主仍在带领我，我愿继续跟随。,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
77,12,主日,主日信息入口,模块2｜跟随基督,从认识进入回应、操练与跟随,谦卑的君王，走向十字架,谦卑的君王，走向十字架,太21：1-11,今天把经文放在心里，也把自己放在经文面前。读 马太福音 21:1-11，围绕“谦卑的君王，走向十字架”安静片刻，思想：留意主怎样带你从认识走向跟随。。主日不是结束，而是进入本周门训的起点。今天选定一个具体场景，提醒自己在这一周继续回来面对这个主题。,,进入｜从主日信息进入本周,本周，我最需要面对的是：“看见谦卑进入王权的道路”,先不急着回答，把主日经文放进你的生活：看见谦卑进入王权的道路。留意主怎样带你从认识走向跟随。,本周不追求抽象改变，只在一个真实生活场景中练习“看见谦卑进入王权的道路”。,谦卑的君王｜走向十字架｜今天最触动你｜的是什么,今天最触动我的状态｜很有共鸣｜有一点挣扎｜还不清楚｜愿意开始,用3分钟写下本周回应：“主啊，在看见谦卑进入王权的道路上，我愿意跟随你。”再选定一个本周每天都可以提醒自己的具体场景。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
78,12,周一,拓宽眼界,模块2｜跟随基督,从认识进入回应、操练与跟随,谦卑的君王，走向十字架,周一默想,亚9：9-10,今天先学习看见。读 撒迦利亚书 9:9-10，不要急着批评或解决问题，留意经文让你看见什么：再问自己：我今天在哪里正在经历同样的事？（经文：谦卑的君王，走向十字架 · 周一默想）。再回到自己的生活，观察一个真实反应、选择或习惯。门徒不是先表现得正确，而是先在神的光中看清楚自己。把今天看见的一件事记下来，作为后面回应的起点。,,看见｜先看见经文与自己的处境,经文怎样让我看见“学习以神的方式而不是自己的方式期待成功”？,先观察经文中的人物、行动和张力，再问自己：我今天在哪里正在经历同样的事？（经文：谦卑的君王，走向十字架 · 周一默想）,今天先看见，不急着改变；留意“学习以神的方式而不是自己的方式期待成功”在我的选择、情绪或习惯中如何出现。,谦卑的君王｜走向十字架｜周一默想｜这骑驴驹的君,今天我的状态｜已经看见｜有些模糊｜容易忽略｜愿意留意,今天选一个固定场景（通勤、工作、吃饭或睡前），停下来1分钟，记录一次“学习以神的方式而不是自己的方式期待成功”在自己身上的真实表现。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
79,12,周二,深入省察,模块2｜跟随基督,从认识进入回应、操练与跟随,谦卑的君王，走向十字架,周二省察,腓2：5-11,今天给自己几分钟安静。读 腓立比书 2:5-11，把经文所揭开的张力带回心里：不要先批评自己，也不要替自己辩护；诚实辨认背后的欲望、惧怕、骄傲或不信，并把它带到主面前。。问自己，我在什么地方正在重复同样的模式？不必马上找到解决方案，只需要说真话，并用一句简单的祷告把这份真实交给主。,,省察｜先面对里面真实的反应,我为什么会在“省察自尊、掌控与被认可”上有这样的反应？,不要先批评自己，也不要替自己辩护；诚实辨认背后的欲望、惧怕、骄傲或不信，并把它带到主面前。,今天诚实面对一个关于“省察自尊、掌控与被认可”的内在反应，不用属灵话语遮盖它。,谦卑的君王｜走向十字架｜周二省察｜你愿意效法基,我最接近的状态｜愿意面对｜有点抗拒｜容易解释自己｜需要别人陪伴,今天安静5分钟，不为自己辩解，只写下“省察自尊、掌控与被认可”引出的一个惧怕、欲望或惯性，然后用一句祷告交给主。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
80,12,周三,生活应用,模块2｜跟随基督,从认识进入回应、操练与跟随,谦卑的君王，走向十字架,周三应用,约12：12-19,不要等到条件完美才回应经文。读 约翰福音 12:12-19，找出一个可以立即开始的动作，回应“不要追求大改变，只走清楚的一步。”。今天只走一步，但要真的走。行动之后，用一分钟回顾结果，让经验成为下一次跟随的依据。,,行动｜把经文落到一个今天能做的选择,今天我可以怎样把“在具体选择上练习舍己”做出来？,把原则缩小到今天：一个时间点、一个决定、一个动作就够。不要追求大改变，只走清楚的一步。,今天把“在具体选择上练习舍己”放进一个具体决定，用一个小行动回应经文。,谦卑的君王｜走向十字架｜周三应用｜今天你如何,我的行动准备度｜现在就能做｜需要一点计划｜需要别人提醒｜暂时还没想到,今天安排一个明确时间点，把“在具体选择上练习舍己”变成一个10分钟以内的行动，并在完成后记下一个结果。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
81,12,周四,关系实践,模块2｜跟随基督,从认识进入回应、操练与跟随,谦卑的君王，走向十字架,周四关系,可10：45,今天把跟随带进一个人的名字。读 马可福音 10:45，思想：想起一个具体的人，不停留在抽象的“爱人”；问自己：我可以听什么、说什么、给什么、承担什么？。想起一段真实关系，不停留在“我要更有爱心”的想法，而是决定一个看得见的动作：认真倾听、主动帮助、道歉、感谢、分享或代祷。让今天的经文通过你的关系被活出来。,,关系｜把跟随放进真实的人际关系,今天哪个关系最需要让我实践“用服事代替争竞”？,想起一个具体的人，不停留在抽象的“爱人”；问自己：我可以听什么、说什么、给什么、承担什么？,今天让“用服事代替争竞”发生在一个真实关系里，而不是停留在个人感受中。,谦卑的君王｜走向十字架｜周四关系｜今天你可以像,我在关系中的状态｜愿意主动｜想保持距离｜正在修复｜不知道怎么开口,今天选定一位具体的人，用一个可见动作实践“用服事代替争竞”：主动联系、倾听、帮助、道歉、分享或代祷，六选一。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
82,12,周五,行动承诺,模块2｜跟随基督,从认识进入回应、操练与跟随,谦卑的君王，走向十字架,周五行动,路19：28-40,今天的重点不是再多懂一点，而是愿意承担一步。读 路加福音 19:28-40，把“用实际行动回应主的差遣。”落实到现实生活。可以是一次服事、一次给予、一次修复关系、一次见证或一次责任。先忠心完成今天能做的，然后在神面前感谢祂的带领。,,回应｜从跟随走向见证与承担,如果我真的相信“在日常中公开承认基督为王”，今天会有什么不同？,把信仰从个人感受带向承担：选择一个人、一个场景或一项责任，用实际行动回应主的差遣。,今天让别人能够从我的一个真实行动，看见“在日常中公开承认基督为王”正在改变我。,谦卑的君王｜走向十字架｜周五行动｜今天你如何用,我的回应状态｜已经确定一步｜正在寻找机会｜有惧怕｜需要同伴同行,今天把“在日常中公开承认基督为王”带到一个真实的承担中：完成一次见证、服事、给予、修复关系或承担责任，并记录发生了什么。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
83,12,周六,轻回顾,模块2｜跟随基督,从认识进入回应、操练与跟随,谦卑的君王，走向十字架,回顾本周：谦卑的君王，走向十字架,诗23：1-6,回顾不是给自己打分，而是辨认神怎样工作。今天读 诗篇 23:1-6，整理你这一周在“不要只评价自己“做得好不好”，而是辨认：神让我看见了什么？我实际做了什么？下一步要继续什么？”上的经历。感谢已经发生的，也承认还没有改变的。最后写下一句本周总结，并确定一个可以带进下一周的小小行动。,,回顾｜看见本周发生了什么，并确定下一步,回头看七天，我在哪里真实经历了“回顾自己本周放下了什么”？,不要只评价自己“做得好不好”，而是辨认：神让我看见了什么？我实际做了什么？下一步要继续什么？,今天从经历而不是感觉回顾“回顾自己本周放下了什么”，辨认神的工作与下一步。,回顾本周｜谦卑的君王｜走向十字架｜这周你经历最,本周最接近我的状态｜有真实改变｜有看见但未落实｜正在挣扎｜准备重新开始,今天用10分钟完成本周回顾：写下“神让我看见什么／我实际做了什么／下一步继续什么”，并把下一步写成一个下周可执行的动作。,本周总结｜主题“谦卑的君王，走向十字架”。回顾“看见谦卑进入王权的道路—回顾自己本周放下了什么”：神让我看见______；我实际回应了______；下一步我要继续______。｜宣告：主仍在带领我，我愿继续跟随。,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
84,13,主日,主日信息入口,模块2｜跟随基督,从认识进入回应、操练与跟随,复活的主，差遣门徒,复活的主，差遣门徒,太28：1-20,今天先慢下来。读 马太福音 28:1-20，让“复活的主，差遣门徒”成为这一周共同的入口。不要急着把主日信息变成更多知识，先问：留意主怎样带你从认识走向跟随。。把这个问题放进你真实的生活，找出一个本周愿意跟随主的场景。主日的领受要进入一周的生活，才会成为门徒的道路。,,进入｜从主日信息进入本周,本周，我最需要面对的是：“从复活事实进入差遣”,先不急着回答，把主日经文放进你的生活：从复活事实进入差遣。留意主怎样带你从认识走向跟随。,本周不追求抽象改变，只在一个真实生活场景中练习“从复活事实进入差遣”。,复活的主｜差遣门徒｜今天最触动你｜的是什么,今天最触动我的状态｜很有共鸣｜有一点挣扎｜还不清楚｜愿意开始,用3分钟写下本周回应：“主啊，在从复活事实进入差遣上，我愿意跟随你。”再选定一个本周每天都可以提醒自己的具体场景。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
85,13,周一,拓宽眼界,模块2｜跟随基督,从认识进入回应、操练与跟随,复活的主，差遣门徒,周一默想,约20：1-10,读 约翰福音 20:1-10 时，先把注意力放在经文的人、行动和张力上。今天特别思想：再问自己：我今天在哪里正在经历同样的事？（经文：复活的主，差遣门徒 · 周一默想）。然后问自己，这件事在我的生活里有没有类似的位置？不要急着改变，先诚实记录一次。能够看见，是让神的话从纸面进入生命的第一步。,,看见｜先看见经文与自己的处境,经文怎样让我看见“让复活盼望进入今天的恐惧与疑惑”？,先观察经文中的人物、行动和张力，再问自己：我今天在哪里正在经历同样的事？（经文：复活的主，差遣门徒 · 周一默想）,今天先看见，不急着改变；留意“让复活盼望进入今天的恐惧与疑惑”在我的选择、情绪或习惯中如何出现。,复活的主｜差遣门徒｜周一默想｜面对空坟墓你,今天我的状态｜已经看见｜有些模糊｜容易忽略｜愿意留意,今天选一个固定场景（通勤、工作、吃饭或睡前），停下来1分钟，记录一次“让复活盼望进入今天的恐惧与疑惑”在自己身上的真实表现。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
86,13,周二,深入省察,模块2｜跟随基督,从认识进入回应、操练与跟随,复活的主，差遣门徒,周二省察,路24：13-35,门徒训练不仅改变行为，也改变里面的动机。读 路加福音 24:13-35，认真面对“不要先批评自己，也不要替自己辩护；诚实辨认背后的欲望、惧怕、骄傲或不信，并把它带到主面前。”。当你察觉到防卫、焦虑、比较或自我保护时，不要赶快掩盖。把那个最真实的反应写下来，求主带你从看见走向悔改与信靠。,,省察｜先面对里面真实的反应,我为什么会在“面对不信、迟钝与失望”上有这样的反应？,不要先批评自己，也不要替自己辩护；诚实辨认背后的欲望、惧怕、骄傲或不信，并把它带到主面前。,今天诚实面对一个关于“面对不信、迟钝与失望”的内在反应，不用属灵话语遮盖它。,复活的主｜差遣门徒｜周二省察｜你的心是否,我最接近的状态｜愿意面对｜有点抗拒｜容易解释自己｜需要别人陪伴,今天安静5分钟，不为自己辩解，只写下“面对不信、迟钝与失望”引出的一个惧怕、欲望或惯性，然后用一句祷告交给主。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
87,13,周三,生活应用,模块2｜跟随基督,从认识进入回应、操练与跟随,复活的主，差遣门徒,周三应用,徒1：6-8,今天把经文缩小成一个选择。读 使徒行传 1:6-8，问自己：不要追求大改变，只走清楚的一步。。不要设计一个很大的计划，只找一个今天能完成的小行动。门徒的成长常常发生在普通时间、普通决定和普通责任里。选定时间点去做，完成后再回看它带来了什么改变。,,行动｜把经文落到一个今天能做的选择,今天我可以怎样把“在所属的地方作复活见证”做出来？,把原则缩小到今天：一个时间点、一个决定、一个动作就够。不要追求大改变，只走清楚的一步。,今天把“在所属的地方作复活见证”放进一个具体决定，用一个小行动回应经文。,复活的主｜差遣门徒｜周三应用｜今天你如何在,我的行动准备度｜现在就能做｜需要一点计划｜需要别人提醒｜暂时还没想到,今天安排一个明确时间点，把“在所属的地方作复活见证”变成一个10分钟以内的行动，并在完成后记下一个结果。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
88,13,周四,关系实践,模块2｜跟随基督,从认识进入回应、操练与跟随,复活的主，差遣门徒,周四关系,徒4：32-37,门徒生命一定会影响人与人的相处。读 使徒行传 4:32-37，问自己：想起一个具体的人，不停留在抽象的“爱人”；问自己：我可以听什么、说什么、给什么、承担什么？。选一个具体的人，少一点自我证明，多一点靠近与承担。你今天不需要解决这段关系的全部问题，只需要完成一个真实而善意的动作，并留意自己的心发生了什么。,,关系｜把跟随放进真实的人际关系,今天哪个关系最需要让我实践“分享资源与生命，建立群体”？,想起一个具体的人，不停留在抽象的“爱人”；问自己：我可以听什么、说什么、给什么、承担什么？,今天让“分享资源与生命，建立群体”发生在一个真实关系里，而不是停留在个人感受中。,复活的主｜差遣门徒｜周四关系｜今天你可以与,我在关系中的状态｜愿意主动｜想保持距离｜正在修复｜不知道怎么开口,今天选定一位具体的人，用一个可见动作实践“分享资源与生命，建立群体”：主动联系、倾听、帮助、道歉、分享或代祷，六选一。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
89,13,周五,行动承诺,模块2｜跟随基督,从认识进入回应、操练与跟随,复活的主，差遣门徒,周五行动,太28：18-20,回应就是把领受交在行动里。读 马太福音 28:18-20，思想“用实际行动回应主的差遣。”对今天意味着什么。选择一个具体行动，并为它安排明确的时间。做完不要急着评估自己，而是回头看：我是否更愿意跟随？神又让我看见了什么？,,回应｜从跟随走向见证与承担,如果我真的相信“把大使命落实为一个可教导的人”，今天会有什么不同？,把信仰从个人感受带向承担：选择一个人、一个场景或一项责任，用实际行动回应主的差遣。,今天让别人能够从我的一个真实行动，看见“把大使命落实为一个可教导的人”正在改变我。,复活的主｜差遣门徒｜周五行动｜今天你如何实,我的回应状态｜已经确定一步｜正在寻找机会｜有惧怕｜需要同伴同行,今天把“把大使命落实为一个可教导的人”带到一个真实的承担中：完成一次见证、服事、给予、修复关系或承担责任，并记录发生了什么。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
90,13,周六,轻回顾,模块2｜跟随基督,从认识进入回应、操练与跟随,复活的主，差遣门徒,回顾本周：复活的主，差遣门徒,诗23：1-6,今天是回顾的一天。读 诗篇 23:1-6，回头看这一周，特别整理：不要只评价自己“做得好不好”，而是辨认：神让我看见了什么？我实际做了什么？下一步要继续什么？。不要只问“我做得好不好”，而要问三件事：神让我看见什么？我实际做了什么？下一步要继续什么？把一个真实学习写下来，再把下一步写成下周可以执行的动作。,,回顾｜看见本周发生了什么，并确定下一步,回头看七天，我在哪里真实经历了“回顾有没有从被拯救走向差遣”？,不要只评价自己“做得好不好”，而是辨认：神让我看见了什么？我实际做了什么？下一步要继续什么？,今天从经历而不是感觉回顾“回顾有没有从被拯救走向差遣”，辨认神的工作与下一步。,回顾本周｜复活的主｜差遣门徒｜这周你经历最,本周最接近我的状态｜有真实改变｜有看见但未落实｜正在挣扎｜准备重新开始,今天用10分钟完成本周回顾：写下“神让我看见什么／我实际做了什么／下一步继续什么”，并把下一步写成一个下周可执行的动作。,本周总结｜主题“复活的主，差遣门徒”。回顾“从复活事实进入差遣—回顾有没有从被拯救走向差遣”：神让我看见______；我实际回应了______；下一步我要继续______。｜宣告：主仍在带领我，我愿继续跟随。,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
91,14,主日,主日信息入口,模块2｜跟随基督,从认识进入回应、操练与跟随,从复活到差遣,从复活到差遣,约20：19-23,今天是新一周的起点。读 约翰福音 20:19-23，先观察经文如何把我们带到“从复活到差遣”。留意主怎样带你从认识走向跟随。。不要要求自己一次改变很多，只需要认出一个最真实的回应方向，并为接下来的六天留下一个可以反复操练的生活位置。,,进入｜从主日信息进入本周,本周，我最需要面对的是：“接受复活主带来的平安”,先不急着回答，把主日经文放进你的生活：接受复活主带来的平安。留意主怎样带你从认识走向跟随。,本周不追求抽象改变，只在一个真实生活场景中练习“接受复活主带来的平安”。,从复活到差遣｜今天最触动你｜的是什么｜平安,今天最触动我的状态｜很有共鸣｜有一点挣扎｜还不清楚｜愿意开始,用3分钟写下本周回应：“主啊，在接受复活主带来的平安上，我愿意跟随你。”再选定一个本周每天都可以提醒自己的具体场景。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
92,14,周一,拓宽眼界,模块2｜跟随基督,从认识进入回应、操练与跟随,从复活到差遣,周一默想,路24：36-49,今天不急着得到“正确答案”，而是练习观察。读 路加福音 24:36-49，留意“再问自己：我今天在哪里正在经历同样的事？（经文：从复活到差遣 · 周一默想）”怎样显现在经文里，也怎样可能出现在你今天的生活中。选择一个固定场景停一分钟，看见自己真实的反应，并把它带到主面前。,,看见｜先看见经文与自己的处境,经文怎样让我看见“用主的话整理混乱和惧怕”？,先观察经文中的人物、行动和张力，再问自己：我今天在哪里正在经历同样的事？（经文：从复活到差遣 · 周一默想）,今天先看见，不急着改变；留意“用主的话整理混乱和惧怕”在我的选择、情绪或习惯中如何出现。,从复活到差遣｜周一默想｜复活主的｜平安,今天我的状态｜已经看见｜有些模糊｜容易忽略｜愿意留意,今天选一个固定场景（通勤、工作、吃饭或睡前），停下来1分钟，记录一次“用主的话整理混乱和惧怕”在自己身上的真实表现。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
93,14,周二,深入省察,模块2｜跟随基督,从认识进入回应、操练与跟随,从复活到差遣,周二省察,约20：24-29,今天从外在经文转向内在生命。读 约翰福音 20:24-29，诚实面对：不要先批评自己，也不要替自己辩护；诚实辨认背后的欲望、惧怕、骄傲或不信，并把它带到主面前。。不要先解释自己，也不要急着定罪自己。试着辨认这个反应背后更深的欲望、惧怕、骄傲或不信。省察不是自责，而是在神面前停止遮掩，愿意让主触碰真实的自己。,,省察｜先面对里面真实的反应,我为什么会在“承认自己对主同在的疑惑”上有这样的反应？,不要先批评自己，也不要替自己辩护；诚实辨认背后的欲望、惧怕、骄傲或不信，并把它带到主面前。,今天诚实面对一个关于“承认自己对主同在的疑惑”的内在反应，不用属灵话语遮盖它。,从复活到差遣｜周二省察｜你是否像多马｜一样有,我最接近的状态｜愿意面对｜有点抗拒｜容易解释自己｜需要别人陪伴,今天安静5分钟，不为自己辩解，只写下“承认自己对主同在的疑惑”引出的一个惧怕、欲望或惯性，然后用一句祷告交给主。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
94,14,周三,生活应用,模块2｜跟随基督,从认识进入回应、操练与跟随,从复活到差遣,周三应用,徒2：22-36,今天让“知道”变成“去做”。读 使徒行传 2:22-36，思考“不要追求大改变，只走清楚的一步。”在你的现实处境中最小的下一步是什么。把行动限定在十分钟左右，越具体越好。做完后记下一句话：我做了什么？有什么阻力？主让我看见什么？,,行动｜把经文落到一个今天能做的选择,今天我可以怎样把“在日常对人见证主的复活”做出来？,把原则缩小到今天：一个时间点、一个决定、一个动作就够。不要追求大改变，只走清楚的一步。,今天把“在日常对人见证主的复活”放进一个具体决定，用一个小行动回应经文。,从复活到差遣｜周三应用｜今天你如何见｜神已经立祂为,我的行动准备度｜现在就能做｜需要一点计划｜需要别人提醒｜暂时还没想到,今天安排一个明确时间点，把“在日常对人见证主的复活”变成一个10分钟以内的行动，并在完成后记下一个结果。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
